id,name,tag_group_id
af81428a-7a2a-45db-bd10-6865154e454d,English,6519c9df-8632-4166-82f8-00b22a39771b
08735b3a-f541-409f-bb8f-65f3a9f57acb,French,6519c9df-8632-4166-82f8-00b22a39771b
