Date,Événement 1,Événement 2, Net sales total , Net sales QC , Net sales ROC , Net sales USA , Total Ad Spend ,ROAS global,, QC Meta Ad spend  , ROAS QC ,, USA Meta Ad Spend , ROAS USA ,, ROC Meta Ad spend  , ROAS ROC , La Presse , Autre Ad Numérique ,% pub total,% pub QC,% pub ROC,% pub USA,Website sessions,Nb. of Orders,Conv. rate,AOV,$/session,Commentaires/constats, Dépensé 2023A - FB Post Foulard  ," CPA 
2023A - FB Post Foulard ", Dépensé - 2023A - FB Post Prévente , CPA - 2023A - FB Post Prévente , Dépensé 2023A - FB Post Sac Lunch , CPA 2023A - FB Post Sac Lunch , Dépensé 2023A - APM prévente post , CPA 2023A - APM prévente post , Dépensé 2023A - FB Post Semelles ,  CPA 2023A - FB Post Semelles  , Dépensé 2023A - FB Post Bandeaux  ," CPA 
2023A - FB Post Bandeaux "
,,, $ -   ,,,,,#DIV/0!,, $ 768.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, $ -   ,,,,,#DIV/0!,, $ 768.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, $ -   ,,,,,#DIV/0!,, $ 768.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, $ -   ,,,,,#DIV/0!,, $ 768.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, $ -   ,,,,,#DIV/0!,, $ 768.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, $ -   ,,,,,#DIV/0!,, $ 768.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, $ -   ,,,,,#DIV/0!,, $ 768.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, $ -   ,,,,,#DIV/0!,, $ 768.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, $ -   ,,,,,,, $ 768.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, $ -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, $ -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, $ -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, $ -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, $ -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, $ -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, $ -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, $ -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, $ -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, $ -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, $ -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, $ -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
