Date,Événement 1,Événement 2, Net sales total , Net sales QC , Net sales ROC , Net sales USA , Total Ad Spend ,ROAS global,, QC Meta Ad spend  , ROAS QC ,, USA Meta Ad Spend , ROAS USA ,, ROC Meta Ad spend  , ROAS ROC , La Presse , Autre Ad Numérique ,% pub total,% pub QC,% pub ROC,% pub USA,Website sessions,Nb. of Orders,Conv. rate,AOV,$/session,Commentaires/constats, Dépensé 2023A - FB Post Foulard  ," CPA 
2023A - FB Post Foulard ", Dépensé - 2023A - FB Post Prévente , CPA - 2023A - FB Post Prévente , Dépensé 2023A - FB Post Sac Lunch , CPA 2023A - FB Post Sac Lunch , Dépensé 2023A - APM prévente post , CPA 2023A - APM prévente post , Dépensé 2023A - FB Post Semelles ,  CPA 2023A - FB Post Semelles  , Dépensé 2023A - FB Post Bandeaux  ," CPA 
2023A - FB Post Bandeaux "
12/2/2023,,," $ 3,193.34 "," $ 3,063.36 ", $ 129.98 , $ -   , $ 260.58 ,13.56,, $ 235.58 ,,,,,, $ -   ,, $ 25.00 ,,8.16%,90.41%,0.00%,#DIV/0!,775,24,3.10%,$133.06,$4.12,,,,,,,,,,,,,
12/3/2023,,," $ 3,639.36 "," $ 3,639.36 ", $ -   , $ -   , $ 289.58 ,13.76,, $ 264.58 ,,,,,, $ -   ,, $ 25.00 ,,7.96%,91.37%,0.00%,#DIV/0!,778,35,4.50%,$103.98,$4.68,,,,,,,,,,,,,
12/4/2023,,," $ 2,352.46 "," $ 2,352.46 ",, $ -   , $ 285.55 ,9.03,, $ 260.55 ,,,,,, $ -   ,, $ 25.00 ,,12.14%,91.24%,0.00%,#DIV/0!,807,32,3.97%,$73.51,$2.92,,,,,,,,,,,,,
12/5/2023,,," $ 1,919.45 "," $ 1,919.45 ", $ -   , $ -   , $ 278.79 ,7.56,, $ 253.79 ,,,,,, $ -   ,, $ 25.00 ,,14.52%,91.03%,0.00%,#DIV/0!,816,22,2.70%,$87.25,$2.35,,,,,,,,,,,,,
12/6/2023,Début baisse $budget campagne engagement+traffic megapost,"Campagne engagement: 40$/jour => 10$/jour
Campagne traffic Megapost: 20$/jour => 10$/jour"," $ 2,167.56 "," $ 2,127.57 ", $ 39.99 , $ (0.00), $ 246.70 ,9.78,, $ 221.70 ,,,,,, $ -   ,, $ 25.00 ,,11.38%,89.87%,0.00%,0.00%,790,23,2.91%,$94.24,$2.74,,,,,,,,,,,,,
12/7/2023,,," $ 1,672.81 "," $ 1,644.32 ", $ 28.49 , $ 0.00 , $ 231.55 ,8.10,, $ 206.55 ,,,,,, $ -   ,, $ 25.00 ,,13.84%,89.20%,0.00%,0.00%,726,20,2.75%,$83.64,$2.30,,,,,,,,,,,,,
12/8/2023,,," $ 1,083.77 ", $ 473.85 , $ 609.92 , $ -   , $ 225.27 ,5.41,, $ 200.27 ,,,,,, $ -   ,, $ 25.00 ,,20.79%,88.90%,0.00%,#DIV/0!,667,12,1.80%,$90.31,$1.62,,,,,,,,,,,,,
12/9/2023,,," $ 2,470.64 "," $ 2,405.42 ",, $ 65.22 , $ 222.91 ,12.48,, $ 197.91 ,,,,,, $ -   ,, $ 25.00 ,,9.02%,88.78%,0.00%,0.00%,1553,31,2.00%,$79.70,$1.59,,,,,,,,,,,,,
12/10/2023,,," $ 2,424.20 "," $ 2,424.20 ",, $ -   , $ 248.81 ,10.83,, $ 223.81 ,,,,,, $ -   ,, $ 25.00 ,,10.26%,89.95%,0.00%,#DIV/0!,873,26,2.98%,$93.24,$2.78,,,,,,,,,,,,,
12/11/2023,,," $ 1,859.62 "," $ 1,859.62 ",, $ -   , $ 244.39 ,8.48,, $ 219.39 ,,,,,, $ -   ,, $ 25.00 ,,13.14%,89.77%,0.00%,#DIV/0!,662,21,3.17%,$88.55,$2.81,,,,,,,,,,,,,
12/12/2023,,," $ 2,422.83 "," $ 2,287.07 ", $ -   , $ 135.76 , $ 238.49 ,11.35,, $ 213.49 ,,,,,, $ -   ,, $ 25.00 ,,9.84%,89.52%,0.00%,0.00%,611,21,3.44%,$115.37,$3.97,,,,,,,,,,,,,
12/13/2023,,," $ 1,755.64 "," $ 1,721.67 ",, $ 33.97 , $ 233.50 ,8.42,, $ 208.50 ,,,,,, $ -   ,, $ 25.00 ,,13.30%,89.29%,0.00%,0.00%,780,24,3.08%,$73.15,$2.25,,,,,,,,,,,,,
12/14/2023,,," $ 1,478.70 "," $ 1,478.70 ",, $ -   , $ 230.52 ,7.19,, $ 205.52 ,,,,,, $ -   ,, $ 25.00 ,,15.59%,89.15%,0.00%,#DIV/0!,649,17,2.62%,$86.98,$2.28,,,,,,,,,,,,,
12/15/2023,,, $ 876.79 , $ 876.79 ,, $ -   , $ 226.28 ,4.36,, $ 201.28 ,,,,,, $ -   ,, $ 25.00 ,,25.81%,88.95%,0.00%,#DIV/0!,621,8,1.29%,$109.60,$1.41,,,,,,,,,,,,,
12/16/2023,,, $ 917.95 , $ 917.95 ,, $ -   , $ 222.55 ,4.65,, $ 197.55 ,,,,,, $ -   ,, $ 25.00 ,,24.24%,88.77%,0.00%,#DIV/0!,654,19,2.91%,$48.31,$1.40,,,,,,,,,,,,,
12/17/2023,,," $ 1,040.73 ", $ 910.75 , $ 129.98 ,, $ 248.13 ,4.66,, $ 223.13 ,,,,,, $ -   ,, $ 25.00 ,,23.84%,89.92%,0.00%,#DIV/0!,608,15,2.47%,$69.38,$1.71,,,,,,,,,,,,,
12/18/2023,,," $ 1,866.05 "," $ 1,866.05 ",, $ -   , $ 244.58 ,8.50,, $ 219.58 ,,,,,, $ -   ,, $ 25.00 ,,13.11%,89.78%,0.00%,#DIV/0!,635,15,2.36%,$124.40,$2.94,,,,,,,,,,,,,
12/19/2023,,, $ 668.31 , $ 668.31 ,, $ -   , $ 238.66 ,3.13,, $ 213.66 ,,,,,, $ -   ,, $ 25.00 ,,35.71%,89.52%,0.00%,#DIV/0!,670,11,1.64%,$60.76,$1.00,,,,,,,,,,,,,
12/20/2023,,, $ 992.76 , $ 992.76 ,, $ -   , $ 232.21 ,4.79,, $ 207.21 ,,,,,, $ -   ,, $ 25.00 ,,23.39%,89.23%,0.00%,#DIV/0!,776,13,1.68%,$76.37,$1.28,,,,,,,,,,,,,
12/21/2023,,, $ 705.31 , $ 705.31 ,, $ -   , $ 207.08 ,3.41,, $ 207.08 ,,,,,, $ -   ,,,,29.36%,100.00%,0.00%,#DIV/0!,807,14,1.73%,$50.38,$0.87,,,,,,,,,,,,,
12/22/2023,,," $ 1,152.99 "," $ 1,119.82 ",, $ 33.17 , $ 202.62 ,5.69,, $ 202.62 ,,,,,, $ -   ,,,,17.57%,100.00%,0.00%,0.00%,670,11,1.64%,$104.82,$1.72,,,,,,,,,,,,,
12/23/2023,,, $ 861.83 , $ 861.83 ,, $ -   , $ 196.94 ,4.38,, $ 196.94 ,,,,,, $ -   ,,,,22.85%,100.00%,0.00%,#DIV/0!,496,11,2.22%,$78.35,$1.74,,,,,,,,,,,,,
12/24/2023,,, $ 497.88 , $ 497.88 ,, $ -   , $ 229.80 ,2.17,, $ 229.80 ,,,,,, $ -   ,,,,46.16%,100.00%,0.00%,#DIV/0!,448,9,2.01%,$55.32,$1.11,,,,,,,,,,,,,
12/25/2023,,, $ 664.94 , $ 524.97 , $ 139.97 , $ 0.00 , $ 220.04 ,3.02,, $ 220.04 ,,,,,, $ -   ,,,,33.09%,100.00%,0.00%,0.00%,446,11,2.47%,$60.45,$1.49,,,,,,,,,,,,,
12/26/2023,,," $ 1,826.59 "," $ 1,786.60 ", $ 39.99 , $ 0.00 , $ 210.18 ,,, $ 210.18 ,,,,,, $ -   ,,,,11.51%,100.00%,0.00%,0.00%,801,24,,,,,,,,,,,,,,,,
12/27/2023,,, $ 873.83 , $ 873.83 ,, $ -   , $ 206.80 ,4.23,, $ 206.80 ,,,,,, $ -   ,,,,23.67%,100.00%,0.00%,#DIV/0!,530,9,1.70%,$97.09,$1.65,,,,,,,,,,,,,
12/28/2023,,, $ 853.82 , $ 683.86 , $ 169.96 , $ -   , $ 204.90 ,4.17,, $ 204.90 ,,,,,, $ -   ,,,,24.00%,100.00%,0.00%,#DIV/0!,489,17,3.48%,$50.22,$1.75,,,,,,,,,,,,,
12/29/2023,,, $ 376.35 , $ 376.35 ,, $ -   , $ 201.61 ,1.87,, $ 201.61 ,,,,,, $ -   ,,,,53.57%,100.00%,0.00%,#DIV/0!,357,11,3.08%,$34.21,$1.05,,,,,,,,,,,,,
12/30/2023,,, $ 525.60 , $ 525.60 ,, $ -   , $ 196.65 ,2.67,, $ 196.65 ,,,,,, $ -   ,,,,37.41%,100.00%,0.00%,#DIV/0!,344,13,3.78%,$40.43,$1.53,,,,,,,,,,,,,
12/31/2023,,, $ 879.80 , $ 879.80 ,, $ -   , $ 222.57 ,3.95,, $ 222.57 ,,,,,, $ -   ,,,,25.30%,100.00%,0.00%,#DIV/0!,330,12,3.64%,$73.32,$2.67,,,,,,,,,,,,,
1/1/2024,,, $ 545.81 , $ 545.81 ,, $ -   , $ 218.87 ,2.49,, $ 218.87 ,,,,,, $ -   ,,,,40.10%,100.00%,0.00%,#DIV/0!,428,11,2.57%,$49.62,$1.28,,,,,,,,,,,,,
1/2/2024,"Baisse budget post prévente 150$ à 125$. Pub Foulard désactivée. Le CPA du adset était à 25$. Augmentation budget post semelles 35$ à 59$. Traffic mega post 10$ à 16,5$ par jour. Campagne engagement à 16,50 par jour",," $ 1,118.81 "," $ 1,069.81 ", $ 49.00 ,, $ 213.67 ,5.24,, $ 213.67 ,,,,,, $ -   ,,,,19.10%,100.00%,0.00%,#DIV/0!,486,13,2.67%,$86.06,$2.30,,,,,,,,,,,,,
1/3/2024,,, $ 189.83 , $ 189.83 , $ -   ,, $ 227.77 ,0.83,, $ 227.77 ,,,,,, $ -   ,,,,119.99%,100.00%,0.00%,#DIV/0!,487,9,1.85%,$21.09,$0.39,,,,,,,,,,,,,
1/4/2024,"Baisse budget post prévente 125$ à 75$. Baisse budget post semelles conversion 59 à 25$. Réactivation pub Géo Plein air + ajout d'un bouton ""voir plus"". Il faut réactiver d'autres pubs média",, $ 389.86 , $ 389.86 , $ -   ,, $ 244.09 ,1.60,, $ 244.09 ,,,,,, $ -   ,,,,62.61%,100.00%,0.00%,#DIV/0!,490,10,2.04%,$38.99,$0.80,,,,,,,,,,,,,
1/5/2024,,, $ 570.84 , $ 570.84 , $ -   ,, $ 131.74 ,4.33,, $ 131.74 ,,,,,, $ -   ,,,,23.08%,100.00%,0.00%,#DIV/0!,333,5,1.50%,$114.17,$1.71,,,,,,,,,,,,,
1/6/2024,,, $ 795.79 , $ 795.79 , $ -   ,, $ 134.04 ,5.94,, $ 134.04 ,,,,,, $ -   ,,,,16.84%,100.00%,0.00%,#DIV/0!,401,9,2.24%,$88.42,$1.98,,,,,,,,,,,,,
1/7/2024,,," $ 1,487.57 "," $ 1,487.57 ", $ -   ,, $ 133.29 ,11.16,, $ 133.29 ,,,,,, $ -   ,,,,8.96%,100.00%,0.00%,#DIV/0!,423,17,4.02%,$87.50,$3.52,,,,,,,,,,,,,
1/8/2024,Sac lunch engagement off. Ajout post cache-cou campagne conversions + engagement,, $ 304.92 , $ 304.92 , $ -   ,, $ 132.29 ,2.30,, $ 132.29 ,,,,,, $ -   ,,,,43.39%,100.00%,0.00%,#DIV/0!,406,6,1.48%,$50.82,$0.75,,,,,,,,,,,,,
1/9/2024,,," $ 1,236.77 "," $ 1,236.77 ", $ -   ,, $ 128.60 ,9.62,, $ 128.60 ,,,,,, $ -   ,,,,10.40%,100.00%,0.00%,#DIV/0!,354,7,1.98%,$176.68,$3.49,,,,,,,,,,,,,
1/10/2024,,, $ 609.89 , $ 609.89 , $ -   ,, $ 127.17 ,4.80,, $ 127.17 ,,,,,, $ -   ,,,,20.85%,100.00%,0.00%,#DIV/0!,344,5,1.45%,$121.98,$1.77,,,,,,,,,,,,,
1/11/2024,,, $ 439.88 , $ 439.88 , $ -   ,, $ 124.17 ,3.54,, $ 124.17 ,,,,,, $ -   ,,,,28.23%,100.00%,0.00%,#DIV/0!,307,9,2.93%,$48.88,$1.43,,,,,,,,,,,,,
1/12/2024,,, $ 449.85 , $ 449.85 , $ -   ,, $ 121.63 ,3.70,, $ 121.63 ,,,,,, $ -   ,,,,27.04%,100.00%,0.00%,#DIV/0!,267,4,1.50%,$112.46,$1.68,,,,,,,,,,,,,
1/13/2024,Infolettre cache-cous,," $ 3,004.40 "," $ 3,004.40 ", $ -   ,, $ 118.31 ,25.39,, $ 118.31 ,,,,,, $ -   ,,,,3.94%,100.00%,0.00%,#DIV/0!,1192,27,2.27%,$111.27,$2.52,,,,,,,,,,,,,
1/14/2024,,," $ 1,631.72 "," $ 1,082.34 ", $ 549.38 ,, $ 132.85 ,12.28,, $ 132.85 ,,,,,, $ -   ,,,,8.14%,100.00%,0.00%,#DIV/0!,906,23,2.54%,$70.94,$1.80,,,,,,,,,,,,,
1/15/2024,,," $ 1,130.86 ", $ 980.91 , $ 149.95 ,, $ 130.78 ,8.65,, $ 130.78 ,,,,,, $ -   ,,,,11.56%,100.00%,0.00%,#DIV/0!,503,18,3.58%,$62.83,$2.25,,,,,,,,,,,,,
1/16/2024,,, $ 841.86 , $ 841.86 , $ -   ,, $ 127.61 ,6.60,, $ 127.61 ,,,,,, $ -   ,,,,15.16%,100.00%,0.00%,#DIV/0!,412,12,2.91%,$70.16,$2.04,,,,,,,,,,,,,
1/17/2024,,, $ 489.36 , $ 489.36 , $ -   ,, $ 124.99 ,3.92,, $ 124.99 ,,,,,, $ -   ,,,,25.54%,100.00%,0.00%,#DIV/0!,385,12,3.12%,$40.78,$1.27,,,,,,,,,,,,,
1/18/2024,Campagne nationale graines hiver 20$ QC 10$ ROC,, $ 616.74 , $ 616.74 , $ -   ,, $ 129.27 ,4.77,, $ 129.27 ,,,,,, $ -   ,,,,20.96%,100.00%,0.00%,#DIV/0!,412,14,3.40%,$44.05,$1.50,,,,,,,,,,,,,
1/19/2024,,, $ 839.37 , $ 839.37 , $ -   ,, $ 153.52 ,5.47,, $ 153.52 ,,,,,, $ -   ,,,,18.29%,100.00%,0.00%,#DIV/0!,448,13,2.90%,$64.57,$1.87,,,,,,,,,,,,,
1/20/2024,Infolettre cache-cous,," $ 2,501.43 "," $ 2,501.43 ", $ -   ,, $ 151.16 ,16.55,, $ 151.16 ,,,,,, $ -   ,,,,6.04%,100.00%,0.00%,#DIV/0!,941,29,3.08%,$86.26,$2.66,,,,,,,,,,,,,
1/21/2024,,, $ 981.70 , $ 863.76 , $ 117.94 ,, $ 166.06 ,5.91,, $ 166.06 ,,,,,, $ -   ,,,,16.92%,100.00%,0.00%,#DIV/0!,703,22,3.13%,$44.62,$1.40,,,,,,,,,,,,,
1/22/2024,Désactivation campagne graines. Peu de résultat,," $ 1,313.50 "," $ 1,072.64 ", $ 240.86 ,, $ 137.27 ,9.57,, $ 137.27 ,,,,,, $ -   ,,,,10.45%,100.00%,0.00%,#DIV/0!,596,18,3.02%,$72.97,$2.20,,,,,,,,,,,,,
1/23/2024,Augmentation budget ad set prévente de 75$ à 150$. Awareness mega post 5 à 10$,, $ 539.81 , $ 539.81 , $ -   ,, $ 199.72 ,2.70,, $ 199.72 ,,,,,, $ -   ,,,,37.00%,100.00%,0.00%,#DIV/0!,440,10,2.27%,$53.98,$1.23,,,,,,,,,,,,,
1/24/2024,,, $ 718.27 , $ 718.27 , $ -   ,, $ 202.76 ,3.54,, $ 202.76 ,,,,,, $ -   ,,,,28.23%,100.00%,0.00%,#DIV/0!,430,17,3.95%,$42.25,$1.67,,,,,,,,,,,,,
1/25/2024,,, $ 689.79 , $ 689.79 , $ -   ,, $ 198.64 ,3.47,, $ 198.64 ,,,,,, $ -   ,,,,28.80%,100.00%,0.00%,#DIV/0!,369,11,2.98%,$62.71,$1.87,,,,,,,,,,,,,
1/26/2024,,, $ 409.83 , $ 409.83 , $ -   ,, $ 195.47 ,2.10,, $ 195.47 ,,,,,, $ -   ,,,,47.70%,100.00%,0.00%,#DIV/0!,406,10,2.46%,$40.98,$1.01,,,,,,,,,,,,,
1/27/2024,APM prévente post mitaines OFF. budget geo plein air 20 a 40,, $ 149.96 , $ 149.96 , $ -   ,, $ 204.49 ,0.73,, $ 204.49 ,,,,,, $ -   ,,,,136.36%,100.00%,0.00%,#DIV/0!,364,3,0.82%,$49.99,$0.41,,,,,,,,,,,,,
1/28/2024,,, $ 519.34 , $ 519.34 , $ -   ,, $ 239.25 ,2.17,, $ 239.25 ,,,,,, $ -   ,,,,46.07%,100.00%,0.00%,#DIV/0!,413,8,1.94%,$64.92,$1.26,,,,,,,,,,,,,
1/29/2024,,," $ 1,079.29 "," $ 1,079.29 ", $ -   ,, $ 237.37 ,4.55,, $ 237.37 ,,,,,, $ -   ,,,,21.99%,100.00%,0.00%,#DIV/0!,412,14,3.40%,$77.09,$2.62,,,,,,,,,,,,,
1/30/2024,"Mega post traffic 10 à 20. Campagne awareness 16,50$ à 10. Lookalike semelles 50 à 75",, $ 404.89 , $ 404.89 , $ -   ,, $ 249.58 ,1.62,, $ 249.58 ,,,,,, $ -   ,,,,61.64%,100.00%,0.00%,0.00%,441,8,1.81%,$50.61,$0.92,,,,,,,,,,,,,
1/31/2024,,, $ 432.84 , $ 432.84 , $ -   ,, $ 253.55 ,1.71,, $ 253.55 ,,,,,, $ -   ,,,,58.58%,100.00%,0.00%,0.00%,422,10,2.37%,$43.28,$1.03,,,,,,,,,,,,,
2/1/2024,,, $ 589.85 , $ 589.85 , $ -   ,, $ 250.84 ,2.35,, $ 250.84 ,,,,,, $ -   ,,,,42.53%,100.00%,0.00%,0.00%,414,10,2.42%,$58.99,$1.42,,,,,,,,,,,,,
2/2/2024,,, $ 379.88 , $ 379.88 , $ -   ,, $ 236.46 ,1.61,, $ 236.46 ,,,,,, $ -   ,,,,62.25%,100.00%,0.00%,0.00%,332,8,2.41%,$47.49,$1.14,,,,,,,,,,,,,
2/3/2024,,, $ 439.82 , $ 439.82 , $ -   ,, $ 252.41 ,1.74,, $ 252.41 ,,,,,, $ -   ,,,,57.39%,100.00%,0.00%,0.00%,384,8,2.08%,$54.98,$1.15,,,,,,,,,,,,,
2/4/2024,,, $ 459.89 , $ 389.90 , $ 69.99 ,, $ 267.66 ,1.72,, $ 267.66 ,,,,,, $ -   ,,,,58.20%,100.00%,0.00%,0.00%,432,9,2.08%,$51.10,$1.06,,,,,,,,,,,,,
2/5/2024,"Mega post traffic  20 à 30, Baisse budget Conversions: lookalike 50, prévente 40. Géo plein air 40 à 20",, $ 308.90 , $ 308.90 , $ -   ,, $ 215.23 ,1.44,, $ 215.23 ,,,,,, $ -   ,,,,69.68%,100.00%,0.00%,0.00%,478,6,1.26%,$51.48,$0.65,,,,,,,,,,,,,
2/6/2024,,, $ 530.87 , $ 530.87 , $ -   ,, $ 158.03 ,3.36,, $ 158.03 ,,,,,, $ -   ,,,,29.77%,100.00%,0.00%,0.00%,420,6,1.43%,$88.48,$1.26,,,,,,,,,,,,,
2/7/2024,,, $ 328.90 , $ 299.90 , $ 29.00 ,, $ 156.35 ,2.10,, $ 156.35 ,,,,,, $ -   ,,,,47.54%,100.00%,0.00%,0.00%,354,6,1.69%,$54.82,$0.93,,,,,,,,,,,,,
2/8/2024,,, $ 419.89 , $ 419.89 , $ -   ,, $ 151.73 ,2.77,, $ 151.73 ,,,,,, $ -   ,,,,36.14%,100.00%,0.00%,0.00%,330,4,1.21%,$104.97,$1.27,,,,,,,,,,,,,
2/9/2024,,, $ -   , $ -   , $ -   ,, $ 150.23 ,0.00,, $ 150.23 ,,,,,, $ -   ,,,,100.00%,100.00%,0.00%,#DIV/0!,306,1,0.33%,$0.00,$0.00,,,,,,,,,,,,,
2/10/2024,,, $ -   , $ -   , $ -   ,, $ 146.42 ,0.00,, $ 146.42 ,,,,,, $ -   ,,,,100.00%,100.00%,0.00%,#DIV/0!,306,0,0.00%,$0.00,$0.00,,,,,,,,,,,,,
2/11/2024,"Baisse budget Conversions: lookalike 30, prévente 30. Réactivation post APM mitaines. Activation campagnes graines, 40$/jour. Geo Plein Air off",, $ 345.91 , $ 345.91 , $ -   ,, $ 172.17 ,2.14,, $ 161.91 ,,,,,, $ 10.26 ,,,,49.77%,94.04%,5.96%,0.00%,372,6,1.61%,$57.65,$0.93,,,,,,,,,,,,,
2/12/2024,,, $ 428.79 , $ 257.91 , $ 170.88 ,, $ 153.53 ,3.00,, $ 142.78 ,,,,,, $ 10.75 ,,,,35.81%,93.00%,7.00%,0.00%,353,14,3.97%,$30.63,$1.21,,,,,,,,,,,,,
2/13/2024,,, $ 348.42 , $ 216.92 , $ 131.50 ,, $ 148.74 ,2.53,, $ 137.84 ,,,,,, $ 10.90 ,,,,42.69%,92.67%,7.33%,0.00%,459,11,2.40%,$31.67,$0.76,,,,,,,,,,,,,
2/14/2024,,, $ 166.87 , $ 145.90 , $ 20.97 ,, $ 144.71 ,1.24,, $ 134.59 ,,,,,, $ 10.12 ,,,,86.72%,93.01%,6.99%,0.00%,429,7,1.63%,$23.84,$0.39,,,,,,,,,,,,,
2/15/2024,,, $ 406.76 , $ 355.10 , $ 51.66 ,, $ 139.83 ,3.13,, $ 130.09 ,,,,,, $ 9.74 ,,,,34.38%,93.03%,6.97%,0.00%,541,13,2.40%,$31.29,$0.75,,,,,,,,,,,,,
2/16/2024,,, $ 131.92 , $ 117.94 , $ 13.98 ,, $ 138.33 ,1.02,, $ 128.72 ,,,,,, $ 9.61 ,,,,104.86%,93.05%,6.95%,0.00%,492,7,1.42%,$18.85,$0.27,,,,,,,,,,,,,
2/17/2024,,, $ 465.97 , $ 425.01 , $ 40.96 ,, $ 129.76 ,3.85,, $ 121.14 ,,,,,, $ 8.62 ,,,,27.85%,93.36%,6.64%,0.00%,389,15,3.86%,$31.06,$1.20,,,,,,,,,,,,,
2/18/2024,,, $ 202.60 , $ 181.63 , $ 20.97 ,, $ 154.74 ,1.41,, $ 143.93 ,,,,,, $ 10.81 ,,,,76.38%,93.01%,6.99%,0.00%,510,7,1.37%,$28.94,$0.40,,,,,,,,,,,,,
2/19/2024,,, $ 313.23 , $ 250.27 , $ 62.96 ,, $ 149.65 ,2.25,, $ 139.35 ,,,,,, $ 10.30 ,,,,47.78%,93.12%,6.88%,0.00%,542,9,1.66%,$34.80,$0.58,,,,,,,,,,,,,
2/20/2024,"Post prévente off. Graines 10 a 25 EN. Changement audience. APM switch a ontario, QC et NB. LAS switch a Avantage Audience + 35-65+",, $ 134.41 , $ 44.93 , $ 89.48 ,, $ 147.71 ,0.99,, $ 135.94 ,,,,,, $ 11.77 ,,,,109.90%,92.03%,7.97%,0.00%,462,13,2.81%,$10.34,$0.29,,,,,,,,,,,,,
2/21/2024,,, $ 588.68 , $ 293.50 , $ 295.18 ,, $ 147.56 ,5.03,, $ 117.01 ,,,,,, $ 30.55 ,,,,25.07%,79.30%,20.70%,0.00%,538,19,3.53%,$30.98,$1.09,,,,,,,,,,,,,
2/22/2024,,, $ 376.64 , $ 218.72 , $ 157.92 ,, $ 145.15 ,3.28,, $ 114.98 ,,,,,, $ 30.17 ,,,,38.54%,79.21%,20.79%,0.00%,568,21,3.70%,$17.94,$0.66,,,,,,,,,,,,,
2/23/2024,,, $ 281.74 , $ 48.94 , $ 232.80 ,, $ 140.77 ,2.53,, $ 111.16 ,,,,,, $ 29.61 ,,,,49.96%,78.97%,21.03%,0.00%,564,16,2.84%,$17.61,$0.50,,,,,,,,,,,,,
2/24/2024,,," $ 3,805.28 "," $ 3,473.90 ", $ 331.38 ,, $ 140.33 ,34.34,, $ 110.80 ,,,,,, $ 29.53 ,,,,3.69%,78.96%,21.04%,0.00%,1244,48,3.86%,$79.28,$3.06,,,,,,,,,,,,,
2/25/2024,,," $ 1,833.52 "," $ 1,638.24 ", $ 195.28 ,, $ 153.39 ,15.05,, $ 121.86 ,,,,,, $ 31.53 ,,,,8.37%,79.44%,20.56%,0.00%,903,31,3.43%,$59.15,$2.03,,,,,,,,,,,,,
2/26/2024,Augmentation budget M&M graines de 30 à 50$/jour,," $ 1,113.38 ", $ 973.48 , $ 139.90 ,, $ 157.10 ,9.55,, $ 116.61 ,,,,,, $ 40.49 ,,,,14.11%,74.23%,25.77%,0.00%,721,23,3.19%,$48.41,$1.54,,,,,,,,,,,,,
2/27/2024,,, $ 398.42 , $ 87.62 , $ 310.80 ,, $ 165.45 ,3.45,, $ 115.44 ,,,,,, $ 50.01 ,,,,41.53%,69.77%,30.23%,0.00%,499,14,2.81%,$28.46,$0.80,,,,,,,,,,,,,
2/28/2024,,, $ 314.15 , $ 203.62 , $ 110.53 ,, $ 156.51 ,2.93,, $ 107.28 ,,,,,, $ 49.23 ,,,,49.82%,68.55%,31.45%,0.00%,564,19,3.37%,$16.53,$0.56,,,,,,,,,,,,,
2/29/2024,,, $ 326.09 , $ 200.04 , $ 126.05 ,, $ 153.24 ,3.12,, $ 104.64 ,,,,,, $ 48.60 ,,,,46.99%,68.29%,31.71%,0.00%,530,13,2.45%,$25.08,$0.62,,,,,,,,,,,,,
3/1/2024,,, $ 186.70 , $ 116.77 , $ 69.93 , $ -   , $ 150.51 ,1.83,, $ 102.14 ,,,,,, $ 48.37 ,,,,80.62%,67.86%,32.14%,0.00%,539,12,2.23%,$15.56,$0.35,,,,,,,,,,,,,
3/2/2024,,," $ 2,172.43 "," $ 1,276.52 ", $ 895.91 , $ -   , $ 148.67 ,21.57,, $ 100.71 ,,,,,, $ 47.96 ,,,,6.84%,67.74%,32.26%,0.00%,1518,83,5.47%,$26.17,$1.43,,,,,,,,,,,,,
3/3/2024,,," $ 1,177.36 ", $ 598.87 , $ 578.49 , $ -   , $ 165.41 ,10.44,, $ 112.73 ,,,,,, $ 52.68 ,,,,14.05%,68.15%,31.85%,0.00%,940,43,4.57%,$27.38,$1.25,,,,,,,,,,,,,
3/4/2024,,, $ 343.15 , $ 221.22 , $ 121.93 , $ -   , $ 164.74 ,3.03,, $ 113.36 ,,,,,, $ 51.38 ,,,,48.01%,68.81%,31.19%,0.00%,706,21,2.97%,$16.34,$0.49,,,,,,,,,,,,,
3/5/2024,,, $ 545.66 , $ 462.44 , $ 83.22 , $ -   , $ 164.02 ,4.77,, $ 114.42 ,,,,,, $ 49.60 ,,,,30.06%,69.76%,30.24%,0.00%,601,18,3.00%,$30.31,$0.91,,,,,,,,,,,,,
3/6/2024,,, $ 457.00 , $ 353.54 , $ 103.46 , $ -   , $ 163.10 ,4.04,, $ 112.99 ,,,,,, $ 50.11 ,,,,35.69%,69.28%,30.72%,0.00%,653,19,2.91%,$24.05,$0.70,,,,,,,,,,,,,
3/7/2024,Augmentation budget M&M graines de 50 à 80$/jour,, $ 462.12 , $ 201.21 , $ 260.91 , $ -   , $ 174.83 ,4.40,, $ 105.04 ,,,,,, $ 69.79 ,,,,37.83%,60.08%,39.92%,0.00%,596,17,2.85%,$27.18,$0.78,,,,,,,,,,,,,
3/8/2024,,, $ 436.08 , $ 225.18 , $ 210.90 , $ -   , $ 189.96 ,3.82,, $ 114.08 ,,,,,, $ 75.88 ,,,,43.56%,60.05%,39.95%,0.00%,556,14,2.52%,$31.15,$0.78,,,,,,,,,,,,,
3/9/2024,,, $ 499.85 , $ 322.23 , $ 177.62 , $ -   , $ 189.72 ,4.38,, $ 114.07 ,,,,,, $ 75.65 ,,,,37.96%,60.13%,39.87%,0.00%,692,20,2.89%,$24.99,$0.72,,,,,,,,,,,,,
3/10/2024,,, $ 767.40 , $ 632.49 , $ 134.91 , $ -   , $ 205.73 ,6.32,, $ 121.33 ,,,,,, $ 84.40 ,,,,26.81%,58.98%,41.02%,0.00%,732,22,3.01%,$34.88,$1.05,,,,,,,,,,,,,
