id	titre	handle	statut	type	tags	stock_total	url_boutique	variantes	images	collections	cree_le	maj_le
8925574529243	Couverture imprimée Asclépiade & Monarques	couverture-imprimee-asclepiade-monarques	ACTIVE			15	https://lasclay.com/products/couverture-imprimee-asclepiade-monarques	9	3	Produits;Sacs isothermes, glacières & produits estivaux;Collaborations;Produits (no garden)	2025-06-20	2026-08-19
9137203282139	Couverture imprimée Asclépiade & Monarques – Modèle discontinué	couverture-imprimee-asclepiade-monarques-modele-discontinue	DRAFT			-4		1	1	Produits;Les Imparfaits;Produits (no garden)	2026-02-05	2026-07-18
9293249216731	Crème contour des yeux à l'huile d'asclépiade - Collaboration Gourmet Sauvage × Lasclay	creme-contour-yeux-huile-asclepiade	ACTIVE			-26	https://lasclay.com/products/creme-contour-yeux-huile-asclepiade	1	5	Produits;Collaborations;Produits (no garden)	2026-04-17	2026-08-22
8582056542427	Crème hydratante d'asclépiade Monarch Botanika	hydratant-visage-huile-asclepiade	ACTIVE			-30	https://lasclay.com/products/hydratant-visage-huile-asclepiade	1	3	Produits;Été + Tous les jours;Soins du visage - Huile d'asclépiade;Collaborations;Produits (no garden)	2024-06-15	2026-08-19
5958030524578	Crochet à mitaines	crochet-a-mitaines	ARCHIVED	Accessoires		0		1	5	Accessoires	2020-12-03	2026-06-27
6704482943138	Échange - erreur	echange-erreur	ACTIVE		no_show	0	https://lasclay.com/products/echange-erreur	1	1		2021-04-22	2026-07-18
6554447020194	Échange - Grandeur	echange-grandeur	ACTIVE		no_show	0	https://lasclay.com/products/echange-grandeur	5	1		2021-03-03	2026-07-18
8753515135195	Échange - Grandeur (tuque sport)	echange-grandeur-tuque-sport	ACTIVE		no_show	0	https://lasclay.com/products/echange-grandeur-tuque-sport	2	1		2024-12-04	2026-07-18
8261495881947	Ensemble de cuisine	oven-mitts-pot-holder-place-mat	DRAFT		home;Product-Collection-All	0		1	7	All Products;Pour la maison;BFCM;Boxing week 2023;Pour la cuisine;Été + Tous les jours;Combos promotionnels	2024-02-13	2026-07-30
9030322946267	Étui pour Tablette isolé à l'asclépiade - Discontinué	etui-pour-tablette-isole-a-lasclepiade-imparfait	DRAFT			0		1	2	Produits;Les Imparfaits;Produits (no garden)	2025-11-07	2026-07-18
8662701998299	Étui pour Tablette isolé à l'asclépiade IMPARFAIT	etui-appareils-electroniques-asclepiade-2	DRAFT			21		1	2	Les Imparfaits;Produits (no garden)	2024-08-16	2026-07-18
8966359089371	Étui pour téléphone isolé à l'asclépiade	etui-telephone-asclepiade	ACTIVE		Winter	383	https://lasclay.com/products/etui-telephone-asclepiade	4	6	Produits;Pour l'hiver;BFCM;Boxing week 2023;Produits (no garden)	2025-08-14	2026-08-20
7808524648667	Foulard	scarf	ACTIVE		Product-Collection-All;Winter	39	https://lasclay.com/products/scarf	5	7	Produits;Vente fin de saison: Hiver;All Products;Pour l'hiver;BFCM;Boxing week 2023;Pour le cou;Produits d'asclépiade du printemps;Produits (no garden)	2022-08-28	2026-08-19
9403321450715	Foulard - Ancienne version	foulard-copie	DRAFT		imparfait	152		5	8	Vente fin de saison: Hiver;Pour le cou;Les Imparfaits	2026-07-16	2026-07-30
7069872652450	Foulard (Pré-vente Décembre 2021)	foulard-scarf-preorder-2021	ARCHIVED			0		1	4		2021-09-05	2026-06-27
7160218845346	Foulard (Pré-vente Janvier 2022)	foulard-pre-vente-janvier-2021	ARCHIVED			0		1	4		2021-10-09	2026-06-27
7528965177563	Foulard (Vente de fin de saison 2022)	foulard-vente-de-fin-de-saison-2022	ARCHIVED			0		1	4	Produits;Vente fin de saison: Hiver;Produits (no garden)	2022-02-06	2026-06-27
9136861151451	Foulard IMPARFAIT	foulard-imparfait	DRAFT		Product-Collection-All;Winter	0		5	7	All Products;Pour l'hiver;BFCM;Boxing week 2023;Les Imparfaits;Produits (no garden)	2026-02-05	2026-07-30
